gid,gm_code,gm_naam,aant_inw,aant_man,aant_vrouw,p_00_14_jr,p_15_24_jr,p_25_44_jr,p_45_64_jr,p_65_eo_jr,p_n_w_al,p_turkije,p_marokko,p_surinam,p_ant_aru,p_over_nw,p_west_al,aantal_hh,p_eenp_hh,p_hh_z_k,p_hh_m_k,gem_hh_gr,bev_dichth,opp_tot,opp_land,opp_water,json_area,gm_code2
130,GM0329,Loenen,8450,4130,4320,20,9,23,31,18,4,1,0,1,1,2,9,3540,30,33,37,2.4,338,2732,2499,232,"{""type"":""MultiPolygon"",""coordinates"":[[[[133000,477000],[132900,477100],[132800,477500],[132700,477500],[132000,477100],[131901.632369851,476608.161849253],[131866.927725623,476608.268068594],[131500,476700],[131179.497633111,476589.748816555],[130800,476400],[130600,476100],[130200,476200],[130200,476103.004507825],[130200,475900],[130500,475100],[130700,474400],[130800,474100],[131000,473900],[131324.746042363,474300],[131500.711293767,474297.154824933],[131700,473500],[131700,472900],[132402.273697726,472097.726302274],[132500,472000],[131481.18513695,471490.592568475],[131315.926325117,471407.963162558],[131100.490412505,470801.471237515],[130900,469500],[130800,469100],[131000,469100],[131100,468600],[131000,468300],[130300,468500],[130100,468500],[130100,468400],[130100,468328.968943311],[130118.644749134,468287.570167244],[130700,467900],[131100,467800],[131100,467500],[130900,466600],[130800,466300],[129606.478230141,466399.460147488],[129093.824871516,466456.241680943],[129051.067977476,466460.992446947],[128690.117482955,466500],[128319.807529685,466500],[128374.403808575,466872.019042874],[128400,467000],[127700,467000],[127700,468800],[127900,469500],[128046.607203743,470452.946824333],[128100,470800],[127400,470600],[127200,471100],[128200,471400],[128270.601490602,471423.533830201],[128465.877944347,471488.625981449],[128500,471500],[129000,471600],[129071.665440801,471990.055731436],[129899.103681329,476493.579668772],[130011,476848.40625],[130100,477300],[130200,477100],[130600,477800],[131200,477400],[131500,477200],[131800,477500],[132000,477800],[132600,478000],[133000,477500],[133108.242628761,477087.574672441],[133046.845397054,477046.845397054],[133000,477000]]]]}",329
148,GM0364,Andijk,6500,3360,3140,18,12,24,32,14,3,0,0,1,0,2,6,2640,27,34,39,2.4,307,4769,2115,2655,"{""type"":""MultiPolygon"",""coordinates"":[[[[141400,524800],[140893.89674012,525922.887224549],[140500,527400],[140300,527400],[140027.83490725,527762.886790333],[140000,527800],[140000,527900],[140000,528000],[140000,528200],[140500,528200],[140700,528000],[140800,528100],[141000,528200],[141382.222364983,528773.333547474],[141400,528800],[141900,529800],[142599.489759495,529800],[143300,529700],[143800,529600],[144100,529500],[144353.332357495,529500],[144400,529500],[146300,529600],[147100,528900],[146500,528800],[146300,528700],[146900,528700],[147200,528800],[147100,528600],[146300,528600],[146000,528900],[146199.481364898,526705.70498612],[146200,525476.632137012],[146200,525400],[144486.908946217,525600],[143800,525600],[143100,525500],[143068.005639971,525489.335213323],[142475.504411851,525288.86564175],[141400,524800]]]]}",364
131,GM0331,Lopik,14160,7200,6960,22,12,27,27,12,3,0,1,0,0,2,3,5300,24,30,45,2.7,187,7892,7571,320,"{""type"":""MultiPolygon"",""coordinates"":[[[[132700,444800],[131400,443700],[131100,443300],[130900,442700],[130700,442400],[130430.068079368,442310.022693123],[130400,442300],[129800,442400],[129100,443000],[128500,443300],[127900,443200],[127300,442600],[127276.242906898,442552.485813797],[126989.822149691,441989.822149691],[126580.929775539,441587.286517026],[126300,441400],[125706.602365539,441400],[124900,441800],[124300,441800],[123900,441500],[123300,440400],[123000,439900],[122700,439600],[122300,439400],[121611.194519781,439203.198434223],[121236.505376018,439200],[121200,439200],[120330.004486775,439006.667663728],[120000,438900],[119806.414528495,439577.549150266],[119602.063198166,440391.747207337],[119600,440700],[119581.267208075,440728.099187888],[119400,441000],[119380.69813176,441048.2546706],[119200,441500],[118793.163418545,442306.836581455],[118105.629536333,442994.370463667],[117788.590201928,443117.114697109],[117702.406336831,443246.390494753],[117000,444300],[117100,444300],[118400,445000],[120995.33008461,446397.485430174],[121293.332472027,446595.554981351],[122300,447100],[122900,447000],[125400,447800],[127100,448100],[127900,448200],[128100,448200],[129806.647306716,448682.717002539],[130063.241911362,448015.571030459],[130285.524171621,447437.637153787],[130300,447400],[130400,447100],[130416.740412913,447066.519174173],[130486.463536186,446927.072927628],[130694.762032341,446218.332886805],[130787.455188351,446243.727594176],[130893.646216382,446296.823108191],[131167.2308041,446366.807701025],[131294.660680047,446414.320206331],[131996.009433534,445505.130728313],[132100,445400],[132100,445300],[132209.237590277,445094.457445834],[132700,444800]]]]}",331
132,GM0333,Maarssen,39640,19400,20230,17,12,27,31,13,9,1,2,3,1,3,9,16640,28,31,41,2.4,1458,3086,2719,366,"{""type"":""MultiPolygon"",""coordinates"":[[[[136400,465800],[136600,465000],[136526.291708371,464912.471403691],[135000,463100],[135033.882210117,463079.294204929],[136800,462000],[135800,460600],[135600,460200],[135362.083113852,460279.305628716],[135300,460300],[134500,460900],[133683.294718383,459888.863145589],[133442.238491473,459728.158994315],[133400,459700],[133300,459900],[132698.711290031,459398.6436591],[132648.525420117,459446.327121895],[131744.528625361,460259.924237175],[131700,460300],[131600.536778006,460101.073556011],[131200,459600],[130793.658394485,458776.90583367],[130709.556581903,458800],[130100,459500],[129848.054526106,459583.981824631],[129800,459600],[129406.710094412,460091.612381985],[128900,461000],[128700,461600],[129457.763275407,462168.322456555],[129510.045442083,462204.018176833],[130000,462400],[130000.423652005,462901.12973868],[130325.136161818,463708.977200649],[130358.336340893,463720.834407462],[131700,464200],[133809.188088202,465002.827104062],[136400,465800]]]]}",333
133,GM0335,Montfoort,13480,6750,6740,22,12,27,28,12,3,0,1,0,0,2,5,5240,25,32,43,2.6,358,3822,3770,52,"{""type"":""MultiPolygon"",""coordinates"":[[[[128400,453200],[129605.849384069,452736.241551708],[129702.895659916,452711.239678076],[129600,452600],[129100,451800],[128800,452000],[128200,451700],[127814.923159506,451700],[127300,450300],[127201.297966541,450267.09932218],[127000,450200],[127000,450100],[127012.040788683,450051.836845268],[127300,448900],[128000,449100],[128100,448200],[127900,448200],[127100,448100],[125400,447800],[122900,447000],[122112.473193273,448378.171911772],[121900,448800],[122400,448700],[123000,448700],[123200,448800],[123400,449100],[123400,449200],[122400,450300],[122588.980485874,450583.470728811],[122700,450700],[122548.358642366,450938.293561997],[122000,451800],[121300,451500],[121300,451200],[120300.739211472,452299.18686738],[119900,452700],[119600,452500],[119400,452900],[119800,453500],[120261.110245404,453500],[120300,453500],[120900,453500],[121629.375257112,453632.613683111],[121949.315651881,453690.784663978],[122000,453700],[122604.028100577,454102.197145769],[123399.498160729,454536.089905852],[123700,454700],[124094.247829182,454700],[125500,453600],[125528.218116917,453203.135346324],[126400,453300],[127300,453000],[128200,453300],[128400,453200]]]]}",335
134,GM0339,Renswoude,4530,2240,2290,23,14,27,25,11,1,0,0,0,0,1,3,1620,22,30,48,2.8,246,1852,1843,9,"{""type"":""MultiPolygon"",""coordinates"":[[[[166200,457500],[166500,456900],[166600,456000],[166500,455500],[166600,455300],[166884.4541718,455110.363885466],[167000,454500],[166900,453900],[166900,453500],[166895.888970423,453452.723159867],[166700,451200],[166737.674276916,451195.813969232],[166713.94594609,451096.662539088],[165800,451200],[165600,450500],[165372.902291408,450389.160916563],[164935.783364544,450214.313345818],[164900,450200],[164700,450200],[163900,451100],[163800,451800],[162600,452100],[162400,453600],[162500,453700],[162700,453700],[163100,453900],[163100,454185.112040322],[163100,454300],[163130.003655671,454320.002437114],[163400,454500],[164100,454600],[164300,454400],[164900,454900],[164900,455100],[164600,455200],[164800,455700],[165300,455600],[165400,456100],[165400,456600],[165000,456900],[164900,457100],[166200,457500]]]]}",339
135,GM0340,Rhenen,18830,9320,9510,20,11,26,27,16,4,0,2,0,0,2,5,7500,27,34,39,2.5,448,4374,4204,169,"{""type"":""MultiPolygon"",""coordinates"":[[[[163600,447800],[164600,447300],[165000,447200],[164900,447000],[165188.823337525,446711.176662475],[165400,446600],[165433.202264245,446566.797735755],[165489.389691037,446510.610308963],[166062.623899927,445937.376100073],[166100,445900],[166388.807046934,445611.192953066],[166484.394398588,445768.788797177],[166500,445800],[166700,446100],[166918.477107985,445984.16247887],[167600,445400],[167769.398668281,445590.573501816],[168379.386330699,446276.809622037],[168900,446800],[169000,446600],[169000,446100],[169100,445900],[169800,445200],[170000,445100],[170300,445000],[170600,444700],[170700,443800],[171000,443200],[171400,442900],[171300,442500],[171000,442000],[171206.066188036,441585.84556125],[171500,440900],[171500,440500],[171400,440400],[171000,440400],[170793.171170077,440094.024773817],[170746.967307611,440053.59639416],[170000,439400],[169894.274791893,439504.089434362],[169200,440000],[168700,440300],[166800,440800],[166100,441300],[165500,442100],[164602.725334072,442399.091555309],[164100,442600],[164056.606479158,442600],[164004.669354606,442600],[163500,442800],[162800,443400],[161800,443900],[161200,443900],[161200,444400],[161296.714293554,444593.428587108],[161324.257229739,444648.514459478],[161400,444800],[161700,444700],[162100,445400],[162364.847875643,445223.434749572],[162400,445200],[163303.698589851,447108.630042986],[163501.033908945,447569.079120873],[163600,447800]]]]}",340
136,GM0342,Soest,45710,22230,23490,18,11,24,29,17,10,5,1,1,1,3,9,19930,34,32,35,2.3,988,4645,4626,19,"{""type"":""MultiPolygon"",""coordinates"":[[[[150000,468300],[149700,467400],[149700,467100],[149800,467000],[150100,467000],[150600,466800],[150700,466600],[150800,466300],[150700,466100],[150877.039252664,466011.480373668],[151200,466000],[151400,466100],[151600,466100],[151900,465500],[152061.266318064,465419.366840968],[152100,465400],[152398.892278835,465297.230697088],[152200,464800],[152102.96220696,463926.659862641],[152000,463500],[151700,463500],[151598.454626221,462984.546262211],[151492.324192008,461976.972576024],[151108.274568771,460824.823706313],[151195.329380762,460609.341238476],[151300,460400],[151200,459800],[149500,458000],[148900,458200],[148565.087564927,458451.184326305],[148500,458500],[147793.940735367,458213.128406705],[147194.627998114,459521.488007544],[147100,459900],[146600,459700],[146293.672146185,460412.65570763],[145900,461200],[146097.240101172,461791.720303516],[145805.937967141,462976.248131437],[145100,464700],[145507.817431675,465307.817431675],[146486.316799091,466286.316799091],[147300,466900],[147800,467200],[148300,467400],[148502.941226139,467521.764735683],[148836.179758277,467721.707854966],[149300,468000],[149600,468500],[149839.56138878,468500],[149900,468500],[150000,468300]]]]}",342
137,GM0344,Utrecht,299890,144920,154970,17,17,37,19,10,21,4,9,3,1,5,10,157300,53,23,24,1.9,3165,9932,9475,457,"{""type"":""MultiPolygon"",""coordinates"":[[[[128700,461600],[128900,461000],[129406.710094412,460091.612381985],[129800,459600],[129848.054526106,459583.981824631],[130100,459500],[130709.556581903,458800],[130793.658394485,458776.90583367],[131200,459600],[131600.536778006,460101.073556011],[131700,460300],[131744.528625361,460259.924237175],[132648.525420117,459446.327121895],[132698.711290031,459398.6436591],[133300,459900],[133400,459700],[133442.238491473,459728.158994315],[133683.294718383,459888.863145589],[134500,460900],[135300,460300],[135362.083113852,460279.305628716],[135600,460200],[135800,460600],[137120.529964396,459591.788014242],[138100,459200],[138400,459200],[138600.632180543,459098.735638914],[138700,458900],[138700,458600],[138800,458100],[139596.320760488,457690.80190122],[139200,456700],[139489.464498407,456314.047335458],[139900,456200],[140800,456100],[140900,456200],[141000,456200],[141200,456100],[141500,455400],[141700,455300],[141800,454400],[141700,454400],[140921.83515665,454205.458789163],[140700,454400],[140200,454500],[139600,454500],[139500,454400],[139410.810153954,454243.917769419],[139100,453700],[139200,453400],[139378.686006437,453221.313993564],[139373.895716216,452965.061445948],[139300,452300],[138914.424269364,452107.212134682],[138800,452000],[138400,451600],[137100,451900],[137000,451900],[136806.05808151,451977.576767396],[136500,452100],[136085.138830971,452303.463929568],[136047.900349494,452143.701048481],[135800,451400],[135683.829669567,451341.914834784],[135601.039215259,451300.51960763],[135500,451700],[135120.802599633,452363.595450642],[135119.829207449,452400.522692585],[134909.480562125,452438.103887575],[134600,452500],[133600,452700],[133300,452700],[132900,451900],[132812.429628227,451549.718512907],[132800,451500],[132800,450400],[132797.440084157,450359.041346508],[132700,448800],[132600,448700],[132000,449100],[131960.608288568,449159.087567148],[131605.305092764,449692.042360855],[131100,450600],[130400,451400],[130300,452000],[129900,452000],[129600,452600],[129702.895659916,452711.239678076],[129605.849384069,452736.241551708],[128400,453200],[128500,454000],[128673.236699513,454433.091748781],[128689.899477635,454474.748694088],[128793.623096409,455529.854060504],[128800,455600],[128483.18374036,455735.778396988],[128100,455900],[128015.481310725,456069.03737855],[128000,456100],[127700,457000],[126800,456900],[126626.581665068,457160.127502398],[126600,457200],[126800,457600],[127100,457900],[127100,458300],[126900,458500],[126801.449019323,458795.65294203],[126400,459400],[126700,460200],[127500,460500],[127500,460800],[128100,461200],[128130.282836759,461220.188557839],[128700,461600]]]]}",344
139,GM0351,Woudenberg,11740,5900,5840,21,12,26,26,15,3,0,0,0,0,2,4,4440,25,33,42,2.6,322,3672,3645,27,"{""type"":""MultiPolygon"",""coordinates"":[[[[161800,458600],[162100,458500],[162300,458300],[162300,458100],[161700,457500],[161700,456500],[161800,456200],[161000,455800],[160501.86579257,455301.86579257],[160118.983802357,454918.983802357],[160000,454900],[159882.562814443,454682.823070944],[159921.955002887,454646.066034677],[160400,454200],[161600,453500],[162300,453700],[162500,453700],[162400,453600],[162600,452100],[162200,452100],[161732.636899681,452006.527379936],[161700,452000],[161200,451600],[160300,451300],[160100,451200],[159500,451300],[159200,450600],[158312.983071897,451092.787182279],[157900,451626.151861416],[157900,452100],[158000,452300],[158300,452400],[158400,452600],[158500,453600],[158400,453800],[158322.395158279,453800],[157400,453900],[156700,453600],[156000,452900],[155800,453200],[155800,453400],[156200,453600],[156400,453800],[156300,454100],[155300,454100],[155102.200780335,454100],[154800,454400],[154582.755123811,454503.043213445],[151200,455100],[148923.817458452,456508.406161806],[150600,457100],[151300,456500],[151800,456300],[154807.057516585,455799.411873618],[155958.919254015,455703.423395499],[155998.528402483,455702.943195035],[155900,455900],[156200,457300],[156600,457200],[156900,456900],[157300,456500],[157856.600540111,456407.233243315],[157900,456400],[158046.722896857,456473.361448429],[158100,456500],[158400,456800],[158900,457700],[159019.575117111,457673.427751753],[159800,457500],[160500,456900],[160800,457000],[161000,457600],[161100,458400],[161122.155379397,458444.310758793],[161300,458800],[161800,458600]]]]}",351
